work_order_id,ac_model,aircraft_description,mel_detail_id,mel_code,mel_chapter_code,ata_chapter_code,issue_date,closing_date,estimated_groundtime_minutes,release_total_aircraft_hours,aircraft_position_issue,component_part_number,opco_code,workstep_text,action_text,parts_text
904507,A333,EI-DUZ AIRBUS A330-302,8772.0,C,36-11-07C,36-11,1/10/2025,1/10/2025,0,4229325.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-01-10: 
 -ON TAXI OUT FOR DEP ENG #1 HP VALVE NOT OPEN + INTERMITTENT PACK 1 FAULT WITH INCREASED THRUST HP VALVE WOULD OPEN + PACK OPS NORMAL","ACTIONS:
- 2025-01-10 DDR RAISED FOR AIR ENG #1 HPV NOT OPEN IAW MEL 36-11-07C CAT `C`. EXPIRES 19JAN25 @ 23:59 Z
- 2025-01-10 OPERATIONAL TEST OF ENG #1 HP BLEED VLV CARRIED OUT IAW AMM:36-11-71-00-860-808A R110...",
11675727,A20N,EI-NSB AIRBUS A320-251N,,,,May-00,3/10/2025,3/10/2025,0,314635.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-03-10: PERFORM CHECK: A320 RAMP CHECK (RAMP)
 -PERFORM CHECK: RAMP, A320 RAMP CHECK. INTERVAL: 24/HR IAW ALD431","ACTIONS:
- 2025-03-10 PERFORM CHECK: A320 RAMP CHECK (RAMP)RAMP PERFORMED PER ALD431 (LATEST REVISION) & SIGNED IN ALD689.",
11773575,A21N,EI-XLR AIRBUS A321-253NY,,,,31-39,6/24/2025,7/1/2025,30,158170.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-06-24: 
 -PERFORM R320-31-2010 (EO) REV. A. . ELT SPURIOUS ECAM WARNING CONFIDENCE CHECK. . REFERENCE: . BACKGROUND:. REF: ISI 31.39.00003, . REF: TN 2664 ISSUE 02. THIS EO HAS BEEN ISSUED IN ORDER TO CARRY OUT A ELT CONFIDENCE CHECK EVERY 28 DAYS, CONFIRMING A SPURIOUS CONDITION WITH TSM 31-39-00-810-813-A. ACTION OF THIS CHECK IN CONJUNCTION WITH MEL 25-00-01 MEANS THE ECAM MAINTENANCE STATUS ELT CAN BE DISREGARDED BY ENGINEERS AND PILOTS BEFORE FLIGHT.. . WORK INSTRUCTIONS:. . 1. CARRY OUT TSM TASK 31-39-00-810-813-A IN ORDER TO CONFIRM A SPURIOUS CONDITION FOR ECAM MAINTENANCE STATUS *ELT* . . NOTE:. A SPURIOUS MESSAGE DOES NOT IMPACT THE ELT-DT FUNCTION AND OPERATION AND CAN BE DISREGARDED.. . NOTE: . IF ECAM MAINTENANCE STATUS *ELT* IS NOT PRESENT DURING ACCOMPLISHMENT OF THIS TASK, PLEASE NOTE IN THE CLOSING SECTION OF THE WORKORDER. . . . . ....................END","ACTIONS:
- 2025-07-01 MAINTENANCE DATA REVISION NUMBER :113. ELT SPURIOUS ECAM WARNING CONFIDENCE CHECK PERFORMED SATISFACTORY I.A.W R320-31-2010 (EO) REV. A.",
12231231,A20N,EI-NSA AIRBUS A320-251N,,,,May-00,6/17/2025,6/19/2025,0,366870.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-06-17: PERFORM CHECK: A320 RAMP CHECK (RAMP)
 -PERFORM CHECK: RAMP, A320 RAMP CHECK. INTERVAL: 24/HR IAW ALD431","ACTIONS:
- 2025-06-19 PERFORM CHECK: A320 RAMP CHECK (RAMP)RAMP PERFORMED PER ALD431 (LATEST REVISION) & SIGNED IN ALD689.",
11817841,A21N,EI-LRA AIRBUS A321-253NX,,,,20-May,5/21/2025,5/29/2025,0,1222224.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-05-21: PERFORM 10 DAY
 -PERFORM CHECK: 10 DAY, CHECK. INTERVAL: 10/D","ACTIONS:
- 2025-05-29 PERFORM 10 DAYC/O 10 DAY, CHECK IAW W/P. APU S/N- P8296. HRS-6402. CYC-10224",
7845256,A320,EI-GAM AIRBUS A320-214,,,,27-00,3/5/2025,,360,,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-03-05: AIRWORTHINESS DIRECTIVE
 -MANDATORY: PERFORM R320-27-1005 (REPEAT EO) REV. I. . CHECK OF THE ELEVATOR SERVO CONTROLS AND ELEVATOR HINGE BEARINGS FOR. PLAY AND CONDITION. REFERENCE: EU-2007-0163R1/AD (RV.01). ACCOMPLISH INSPECTION IN ACCORDANCE WITH THE ATTACHED INSTRUCTION. SHEET R320-27-1005 REV I.",,
11673315,A320,EI-DEH AIRBUS A320-214,,,,26-16,3/4/2025,3/13/2025,60,3247424.0,4WQ,PPA1203-00,EI,"WORKSTEPS DESCRIPTIONS:
2025-03-04: REPLACEMENT OF LAVATORY SMOKE DETECTOR
 -PERFORM M320-26-2009 COMPONENT (EO) REV. A. PARTNO : PPA1203-00 / SERIALNO : 46250.          SMOKE DETECTOR, LAVATORY.          POS: 4WQ. . FIRE PROTECTION - DETECTION - REPLACE SMOKE DETECTORS IN. LAVATORIES AND CARGO HOLD. REFERENCE: A320-26-1081/SB (RV.01). BACKGROUND: . DUE TO RELIABILITY ISSUES, THE LAVATORY SMOKE DETECTOR PN PPA1203-00 WILL REQUIRE REPLACEMENT BY A MORE ROBUST PN PPA1204-00 OR PN PPA1205-01. SB A320-26-1081 R01 HAS BEEN SET UP TO INCORPORATE THIS CHANGE AND LINKED TO THIS DOCUMENT FOR REFERENCE. PLEASE SEE IPC 26-17-01 AND 26-17-04 FOR INTERCHANGEABILITY. . . WORK INSTRUCTIONS:  . . 1. REPLACE THE LAVATORY SMOKE DETECTOR PN PPA1203-00 WITH PN PPA1204-00 OR PN PPA1205-01 IN ACCORDANCE WITH AMM TASK 26-17-15-04.. . NOTE: . WHEN ALL AFFECTED PN`S HAVE BEEN REPLACED, ACCOMPLISHMENT OF SB A320-26-1081 R01 WILL BE ACTIONED ON AMOS.  . . . ......................................END","ACTIONS:
- 2025-03-13 REPLACEMENT OF LAVATORY SMOKE DETECTORSMOKE DETECTOR 4WQ REPLACED IAW AMM 26-17-15-000/400-007-A, REV 112.. OP TEST OK IAW AMM 26-17-00-710-001, REV 112.",
12238825,A333,EI-GCF AIRBUS A330-302,,,,May-00,6/24/2025,6/25/2025,0,1891587.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-06-24: PERFORM CHECK: A330 - DAILY CHECK (DAILY CHECK)
 -PERFORM CHECK: DAILY CHECK, A330 - DAILY CHECK. INTERVAL: 1/D IAW DAILY CHECK DOCUMENT WORKSHEET","ACTIONS:
- 2025-06-25 DAILY CHECK PERFORMED TO THE LATEST REVISION OF ALD 426",
10020057,A333,G-EIDY AIRBUS A330-302,9711.0,C,30-21-01B,30-21,4/5/2025,4/7/2025,0,3848903.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-04-05: 
 -ENG 2 ANTI VALVE FAILED CLOSED","ACTIONS:
- 2025-04-05 TO DDR MEL 30-21-01B CAT C EXP 16APR25 @2359Z. DEACTIVATED IN OPEN POSITION
- 2025-04-07 ENG 2 A.ICE VALVE REPLACED IAW AMM 30-21-51-400-802A, OPS TEST PERFORMED & LEAK CHECK VIA ENG GND RUN. ALL CHECKS SATIS
- 2025-04-07 TR & FAN CLOSED AND LATCHED
- 2025-04-07 TR & FAN COWL CONFIRMED CLOSED AND LATCHED",
11544710,A333,EI-EAV AIRBUS A330-302,,,,21-Dec,3/13/2025,4/4/2025,120,3824062.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-03-13: 
 -PERFORM R3XX-12-2001 (REPEAT EO) REV. A. . FLIGHT DECK CLEANING. . REFERENCE: . PLEASE CARRY OUT THE REQUIREMENTS OF EO R3XX-12-2001 REV A1","ACTIONS:
- 2025-04-04 MAINTENANCE DATA REVISION NUMBER : 111. . . FLIGHT DECK CLEANING CARRIED OUT I.A.W   R3XX-12-2001 (REPEAT EO) REV. A",
11622782,A320,EI-GAM AIRBUS A320-214,,,,May-00,1/28/2025,1/30/2025,0,2778563.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-01-28: PERFORM CHECK: A320 RAMP CHECK (RAMP)
 -PERFORM CHECK: RAMP, A320 RAMP CHECK. INTERVAL: 24/HR IAW ALD431","ACTIONS:
- 2025-01-30 PERFORM CHECK: A320 RAMP CHECK (RAMP)RAMP PERFORMED PER ALD431 (LATEST REVISION) & SIGNED IN ALD689.",
11821543,A333,EI-DUZ AIRBUS A330-302,,,,May-00,4/25/2025,4/26/2025,0,4306858.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-04-25: PERFORM CHECK: A330 - DAILY CHECK (DAILY CHECK)
 -PERFORM CHECK: DAILY CHECK, A330 - DAILY CHECK. INTERVAL: 1/D IAW DAILY CHECK DOCUMENT WORKSHEET","ACTIONS:
- 2025-04-26 PERFORM CHECK: A330 - DAILY CHECK (DAILY CHECK)MAINTENANCE DATA REVISION NUMBER : 23.. DAILY CHECK PERFORMED TO THE LATEST REVISION OF ALD 426.",
9950145,A333,EI-EIM AIRBUS A330-302,,,,23-13,4/1/2025,5/15/2025,120,1211663.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-04-01: ROTATION OF RMP UNITS
 -PERFORM R3XX-23-2003 (REPEAT EO) REV. A. . RELIABILITY ACTION ITEM FOR RADIO MANAGEMENT PANEL (RMP) SWAPPING. . REFERENCE: . BACKGROUND: RELIABILITY ACTION ITEM FOR RADIO MANAGEMENT PANEL (RMP) SWAPPING RMP 3 IS OFTEN SWAPPED INTO POSITION #1 FOR DISPATCH HOWEVER THE RMP IN POSITION #3 IS OFTEN DEFECTIVE AS WELL. ROTATION WILL MEAN THAT RMP UNITS ARE SUBJECT TO A MORE EVEN RATE OF USE.. . DESIRED ACTION: PLEASE REPOSITION RMP`S BY ROTATING CLOCKWISE, IE SWAP #1 RMP TO POSITION #2, #2 RMP TO POSITION #3 AND #3 RMP TO POSITION #1.. . A320 FLEET. . PERFORM:. ROTATE RMPS 1,2,3 IAW;. 1. TASK 23-13-13-000-001-A REMOVAL OF THE RADIO MANAGEMENT PANEL (RMP). 2. TASK 23-13-13-400-001-A INSTALLATION OF THE RMP. 3. AFTER SWAPPING PERFORM TEST ON ALL INSTALLED UNITS IAW . TASK 23-13-00-710-001-A OPERATIONAL TEST OF THE RMP. 4. RAISE A TAQ TO PLANNING OUTLINING THE NEW POSITIONS OF THE RMPS.  . NOTE:. THE AMM POST INSTALLATION CALLS FOR BITE TEST, HOWEVER THE OPERATIONAL TEST 23-13-00-710-001-A IS PREFERRED AS IT MAY PICK UP A DEFECT WITH THE BUTTONS AND LIGHTS  . . A330 FLEET . . PERFORM:. ROTATE RMPS 1,2,3 IAW;. 1. TASK 23-81-13-000-801-A REMOVAL OF THE RADIO MANAGEMENT PANEL (RMP). 2. TASK 23-81-13-400-801-A INSTALLATION OF THE RMP. 3. AFTER SWAPPING PERFORM TEST ON ALL INSTALLED UNITS IAW. TASK 23-81-00-710-801-A OPERATIONAL TEST OF THE RMP. 4. RAISE A TAQ TO PLANNING OUTLINING THE NEW POSITIONS OF THE RMPS. . NOTE:. THE AMM POST INSTALLATION CALLS FOR BITE TEST,HOWEVER THE OPERATIONAL TEST 23-13-00-710-801-A IS PREFERRED AS IT MAY PICK UP A DEFECT WITH THE BUTTONS AND LIGHTS","ACTIONS:
- 2025-05-15 ROTATION OF RMP UNITSMAINTENANCE DATA REVISION NUMBER : 112. . PERFORMED ROTATION OF RMPS 1,2,3 IAW AMM TASK 23-81-13-000-801-A AND IAW AMM TASK 23-81-13-400-801-A    . . PERFORMED TEST ON ALL INSTALLED UNITS IAW AMM TASK 23-81-00-710-801-A     . . TAQ RAISED TO PLANNING WITH NEW POSITIONS",
11623433,A21N,EI-LRH AIRBUS A321-253NX,,,,72-00,2/11/2025,3/18/2025,240,912586.0,NO2 ENG,LEAP-1A33,EI,"WORKSTEPS DESCRIPTIONS:
2025-02-11: 
 -MANDATORY: PERFORM LEAP-1A-72-00-0472 COMPONENT (SB) REV. 02. PARTNO : LEAP-1A33 / SERIALNO : 59A146.          LEAP-ENGINE.          POS: NO2 ENG. . ENGINE - CORE MODULE ASSEMBLY (72-00-02) - ON-WING INSPECTION OF LEAP-. 1A HPT ACC AIR MANIFOLDS, MANIFOLD BRACKETS, AND HPT CASE. REFERENCE: . . BACKGROUND: ON-WING INSPECTION OF LEAP-1A HPT ACC AIR MANIFOLDS, MANIFOLD BRACKETS AND HPT CASE. . THE HPT ACC SYSTEM HAS FIVE SUPPORT LOCATIONS ON EACH HPT ACC AIR MANIFOLD. THE MANIFOLD AND SUPPORT BRACKETS (INTEGRAL AND MOUNTING BRACKETS) OF THE HPT ACC MANIFOLD SYSTEM MAY EXHIBIT CRACKING OR MISSING MATERIAL.. . ACTION:. . 1. GAIN ACCESS TO A/C . . 2. ACCOMPLISH INTENT OF LEAP SB 72-00-0472 R02 IN FULL . . NOTE 1: IF YOU FIND CRACKS, COMPLETE THE ATTACHED CFM FIELD REPORT TEMPLATE REV 3 AND SEND IT TO POWERPLANT VIA TAQ . . NOTE 2: PLEASE ENSURE TO CLEARLY STATE REDUCED INSPECTION INTERVAL ON THE WORK ORDER TO ENSURE INSPECTION INTEVALS ARE CAPTURED ACCURATELY.. . 3. RETURN A/C BACK TO A SERVICEABLE CONDITION.","ACTIONS:
- 2025-03-18 1. PERFORMED ON WING INSPECTION OF ENG #1 LEAP 1A HPT ACC AIR MANIFOLDS BRACKETS AND HPT CASE IAW LEAP 1A-72-00-0472 COMPONENT (SB) REV 02. . 2. FIELD REPORT COMPLETED AND SENT TO POWER PLANT VIA TAQ. . CRACKS FOUND. CONFORM WITH CRACKS FROM PREVIOUS INSPECTION (I/B LOWER MANIFOLD REPLACED REF WO 5001199898-0010",
11995890,A333,EI-FNH AIRBUS A330-302,,,,20-May,6/9/2025,6/18/2025,0,1980366.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-06-09: PERFORM 10 DAY
 -PERFORM CHECK: 10 DAY, CHECK. INTERVAL: 10/D","ACTIONS:
- 2025-06-18 PERFORM 10 DAY10 DAILY ITEMS CARRIED OUT AMM 05-20-00 REV112",
11657806,A320,EI-DVE AIRBUS A320-214,,,,May-00,2/27/2025,2/27/2025,0,2828455.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-02-27: PERFORM CHECK: A320 RAMP CHECK (RAMP)
 -PERFORM CHECK: RAMP, A320 RAMP CHECK. INTERVAL: 24/HR IAW ALD431","ACTIONS:
- 2025-02-27 PERFORM CHECK: A320 RAMP CHECK (RAMP)RAMP PERFORMED PER ALD431 (LATEST REVISION) & SIGNED IN ALD689.",
11617734,A332,EI-GEY AIRBUS A330-202,,,,00-00,1/21/2025,1/21/2025,3,4910241.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-01-21: UPDATE TECH. LOG: PART A WITH REVISED: ALD426
 -MANDATORY: PERFORM S3XX-00-2008 (EO) REV. 01. . TECHNICAL LOG CONTENTS UPDATE - CONTENTS PART A UPDATE. ALD426 DAILY CHECK UPDATE. REFERENCE: . . BACKGROUND: . THIS EO S3X-00-2007, REV: 01 HAS BEEN RAISED TO UPDATE TECH. LOG: PART A WITH REVISED CONTENTS: ALD426 ON A330 FLEET.. . INSTRUCTION:. . GAIN ACCESS TO TECH. LOG PART A, AND REPLACE ALD426, REV. 22 WITH LATEST COPY (AVAILABLE ON TECHWEB AND ALSO LINKED TO WORKORDER).","ACTIONS:
- 2025-01-21 UPDATE TECH. LOG: PART A WITH REVISED: ALD426TECHNICAL LOG CONTENTS UPDATE - CONTENTS PART A UPDATE ALD426 DAILY CHECK UPDATED. AS REQUESTED ",
11800617,A320,EI-DEI AIRBUS A320-214,,,,20-May,5/18/2025,5/28/2025,0,3085902.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-05-18: PERFORM 10 DAY
 -PERFORM CHECK: 10 DAY, CHECK. INTERVAL: 10/D","ACTIONS:
- 2025-05-28 PERFORM 10 DAYWORK PERFORMED AS PER THE TASK CARD REQUIREMENTS.. APU SERVICE DATA . S/N:  R2146. HOURS:  34421. CYCLES:  69091. OIL LEVEL: OK",
11427253,A320,EI-DEG AIRBUS A320-214,,,,34-10,2/18/2025,6/15/2025,240,3256376.0,9DA1,0851MC,EI,"WORKSTEPS DESCRIPTIONS:
2025-02-18: 0851MC - 32F & 33F PITOT CLEAN-INSPECTION of PITOT PROBE(0851MC/418477
 -PERFORM ON PN:0851MC SN:418477 (PITOT PROBE). INSPECTION (0851MC - 32F & 33F PITOT CLEAN). OW/MPD 341300-XX-1 - PITOT CLEAN. INSTALLED AT: 9DA1(PROBE-PITOT, 1). CLEANING OF THE PITOT PROBE IAW AMTOSS 341000-170-004 REF: ISI 34.13.00004  . NOTE 1: TASK TO BE PERFORMED ALTERNATELY ON PITOT 1, 2 AND 3. . NOTE 2: OBSERVE INDEPENDENT INSPECTION REQUIREMENTS. . NOTE 3: PLEASE MAKE ENG ENTRY IN TECH LOG TO INDICATE WHICH PROBE REQUIRES CLEANING AND CERTIFY POST CLEANING ACCORDINGLY.","ACTIONS:
- 2025-06-14 0851MC - 32F & 33F PITOT CLEAN-INSPECTION OF PITOT PROBE(0851MC/418477CLEANING OF THE PITOT PROBE CARRIED OUT IAW AMM 34-10-00-170-004, REV 113.. INDEPENDENT INSPECTION PERFORMED.
- 2025-06-14 IND INSPECTIONIND INSPECTION 1 PERFORMED
- 2025-06-15 2ND INSPIND INSP CARRIED OUT",
12241506,A333,EI-EIN AIRBUS A330-302,,,,May-00,6/28/2025,6/29/2025,0,1193277.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-06-28: PERFORM CHECK: A330 - DAILY CHECK (DAILY CHECK)
 -PERFORM CHECK: DAILY CHECK, A330 - DAILY CHECK. INTERVAL: 1/D IAW DAILY CHECK DOCUMENT WORKSHEET","ACTIONS:
- 2025-06-29 PERFORM CHECK: A330 - DAILY CHECK (DAILY CHECK)MAINTENANCE DATA REVISION NUMBER : 112.. DAILY CHECK PERFORMED TO THE LATEST REVISION OF ALD 426.",
11593056,A21N,EI-XLR AIRBUS A321-253NY,,,,56-10,1/16/2025,1/22/2025,60,23748.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-01-16: 
 -PERFORM R320-56-2009 (REPEAT EO) REV. A. . INSPECTION OF SLIDING WINDOWS WITH SUCTION CUPS. . REFERENCE: . BACKGROUND: UNTIL FULL EFB INSTALLATION, THE AIRCRAFT WILL OPERATE WITH SUCTION CUPS FITTED TO THE SLIDING WINDOWS (LH/RH). A VISUAL INSPECTION FOR ANY SIGNS OF WINDOW DAMAGE DUE TO THE SUCTION CUPS IS REQUIRED.. . ACTION:. 1. OBSERVE ALL SAFETY PRECAUTIONS.. 2. CARRY OUT DETAILED INSPECTION OF THE SLIDING WINDOWS (LH/RH) FROM THE INSIDE  FOR SIGNS DAMAGE FROM THE SUCTION CUPS (E.G. MELTING/BUBBLING) REF. AMM TASK 56-12-11-200-001.. 3. IN THE EVENT OF FINDINGS,  FOLLOW THE AMM FOR ALLOWABLE CRITERIA, UPDATE THE WINDOW DAMAGE CHARTS AND SEND A TAQ TO ENGINEERING ( SYSTEMS) FOR INFO.. 4. RETURN THE AIRCRAFT TO A SERVICEABLE CONDITION.","ACTIONS:
- 2025-01-22 INSPECTION OF SLIDING WINDOWS (RH/LH) FOR DAMAGE FROM THE EFB SUCTION CUP IAW AMM 56-12-11-200-001 REV 111",
12231221,A320,EI-DVN AIRBUS A320-214,,,,May-00,6/18/2025,6/18/2025,0,2227057.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-06-18: PERFORM CHECK: A320 RAMP CHECK (RAMP)
 -PERFORM CHECK: RAMP, A320 RAMP CHECK. INTERVAL: 24/HR IAW ALD431","ACTIONS:
- 2025-06-18 RAMP PERFORMED PER ALD431 (LATEST REVISION) & SIGNED IN ALD689.",
12225374,A320,EI-DEN AIRBUS A320-214,,,,24-21,6/18/2025,7/3/2025,30,3254426.0,NO2ENG,1708897,EI,"WORKSTEPS DESCRIPTIONS:
2025-06-18: 1708897 INTEGRATED DRIVE GENERATOR-SERVICING of INTEGRATED DRIVE GENER
 -<p style=""margin-top:0; margin-bottom:0;"">CHECK IDG OIL LEVEL AND DIFFERENTIAL PRESSURE INDICATOR.<br>. . <br>. . NOTE 1: IF THE UPLIFT FOR EITHER IDG IS GREATER THAN OR EQUAL TO 1 QUART, THEN RAISE A TAQ FOR INFORMATION PURPOSES DETAILING THE ACTUAL AMOUNT OF THE OIL UPLIFT AND POSITION OF IDG CONCERNED. IF THE UPLIFT IS LESS THAN 1 QUART ON BOTH IDG`s THEN NO TAQ IS NECESSARY.<br>. . <br>. . NOTE 2: DEPENDING ON OPERATING ENVIRONMENT AND OPERATORS EXPERIENCE, A LESS FREQUENT OR MORE<br>. . FREQUENT INITIAL INTERVAL MAY BE USED.</p>. . <p style=""margin-top:0; margin-bottom:0;"">&nbsp;</p>. . <p><strong>NOTE:</strong> ENSURE THERE IS A FAN COWL INDEPENDENT INSPECTION TECH. LOG ENTRY.<br>. . &nbsp;</p>","ACTIONS:
- 2025-07-03 CHECKED  IDG OIL LEVEL AND DIFFERENTIAL PRESSURE INDICATOR IAW AMM 24-21-00 REV 113",
